,title,overall_review,pros,cons,since,date,rating
1706,Excellent Package!,"
Overall Review:
            Outstanding drive. I have several SSDs in various machines and this one was far and away the easiest HDD replacement. Love Samsung!
        ","
Pros:
                Put this in my wife's HP PC, replacing 500gb 5400 RPM HDD. It is like a new machine. SOOO FAST!! Installation was easy and cloning simple. Software was easy to use. Best SSD I have ever installed.
            ","
Cons:
                I did need to use only the USB 2.0 port and an older external drive case to do the cloning. USB 3,0 just not reliable enough. Slow and steady and it worked perfectly.
            ",Ownership: 1 day to 1 week,7/25/2015 10:38:05 PM,5
1707,Awesome,,"
Pros:
                Easy to setup and install.  Cloned my existing drive with provided software without any problems.  Good value.  Had a 1TB 5400 rpm hard drive in my new laptop.  The SSD increased its speed tremendously.  Very happy.
            ","
Cons:
                Picture instruction that came with it was very vague.  Downloaded manual from Samsung that was much better.
            ",Ownership: 1 day to 1 week,7/25/2015 7:32:11 PM,5
1708,Great Drive,"
Overall Review:
            Finally the price of SSDs is low enough that you can actually afford one of reasonable size.
        ","
Pros:
                I've been using an 840 Pro for the past year and was interested to see how the EVO would perform in comparison.I'm pleased to report that the 850 EVO outperforms the 840 Pro all around in Magician benchmarks.Will keep the smaller 840 Pro as system drive and use the EVO for installing games. I used one just like this in a computer I was upgrading for someone and it got me wanting one for myself.
            ","
Cons:
                None
            ",Ownership: 1 day to 1 week,7/23/2015 5:53:29 PM,5
1709,,,"
Pros:
                Blazing fast and a lot of storage for the price!Saving up to grab another one soon.
            ","
Cons:
                Haven't had an issue with it yet.
            ",Ownership: 1 month to 1 year,7/23/2015 2:37:53 PM,5
1710,"SSD, what more do you need to know?","
Overall Review:
            For some reason I was thinking this drive was the size of a 3.5"" floppy drive, so I had to get creative to actually mount it in my tower... But since it's so light, a little double sided tape did the trick; it's hidden out of the way and securely mounted :) Have this running OS and other programs and another 300 gig platter drive for storage.
        ","
Pros:
                FAST! But I guess that's to be expected when the only thing you've ever used is standard platter hard drives... Absolutely blows away two 300 gig's I had in RAID0 setup. It's completely silent so that's always a plus too!
            ","
Cons:
                None so far!
            ",Ownership: 1 day to 1 week,7/23/2015 5:20:34 AM,4
1711,Perfect for RAID 0,"
Overall Review:
            I added these two into my modified Dell XPS 8700 desktop. I set them up in RAID 0 configuration and I am getting over 1GB/second read AND write speeds, according to ATTO and Crystal Disk Mark. Coupled with the i7 processor, this is by far the fastest system I have ever built. These drives are INCREDIBLE!
        ","
Pros:
                Very fast - fastest for the money, in my opinionGreat warrantyHigh-Quality manufacturing
            ","
Cons:
                None
            ",Ownership: 1 month to 1 year,7/22/2015 10:28:56 AM,5
1712,Great Product ... When it works.,"
Overall Review:
            Has great potential and is great when it works. However, I don't like hard crashing every 3-5 hours and then havening to readjust my boot priority. If there was no crashing/freezing 5/5 for sure; however, currently 2/5 is being extremely  generous.
        ","
Pros:
                Great value. Very fast.
            ","
Cons:
                Freezes constantly thus crashing my computer. Have to readjust the boot priority via bios after each crash.  Had to buy 3rd party software to transfer files because software that comes with it does not allow you to clone your OS unless you clone the entire drive (which isn't possible if your upgrading from a larger/slower mechanical drive.)
            ",Ownership: 1 month to 1 year,7/21/2015 3:44:53 PM,2
1713,Not a fan of Samsung SSD`s,,"
Pros:
                500 gig
            ","
Cons:
                Well where do I begin..My first samsung 850 after loading windows started freezing up when I tried reloading windows it went into a frozen state and I had to RMA it. Now the new drive and my Gigabyte mobo do not play nice, game play very unstable so I bought another name brand ssd to see if I could solve this 2 month old fiasco. Low and behold windows loads nice games are smooth and no blue screens  AND no PC freeze ups. There is a distinct corralation between Gigabyte and samsung so beware
            ",Ownership: 1 month to 1 year,7/20/2015 6:37:10 PM,1
1714,To replace WD Raptor 150GB,"
Overall Review:
            Got this SSD to replace a Raptor 150GB HDD that was failing. It has performed better than the Raptor (duh) and is a great choice for SSDs.
        ","
Pros:
                Quick read/write times, small, energy efficient, silent
            ","
Cons:
                None so far
            ",Ownership: 1 week to 1 month,7/20/2015 6:31:17 PM,5
1715,Best Bang for the Buck! 5 second OS logon,"
Overall Review:
            I am getting around 4 to 5 second OS logon screen.  I would have gone with the 850 PRO but found this to be a better bargain for my budget.
        ","
Pros:
                Having been a user of HDD or mechanical drives for over 20 years, I almost started to cry after loading my OS on this machine.   My first SSD, which I did my homework on, did not let me down.  In my opinion, for the price, the 850 EVO reads and writes lightning fast and accomplishes all tasks that I throw at it!  I own a business consulting service and work with database programs.
            ","
Cons:
                After 2 months of crunching and grinding, this product has not given me one problem.
            ",Ownership: 1 month to 1 year,7/20/2015 12:28:08 PM,5
1716,pretty fast compaited to my old hd,,"
Pros:
                Hooked up and installed windows=7
            ","
Cons:
                n/a
            ",Ownership: 1 week to 1 month,7/20/2015 9:15:40 AM,5
1717,Great Upgrade,"
Overall Review:
            The drive made noise. I know… there are no moving parts but it made a screeching noise under load. I isolated the drive on its own power lead and changed SATA ports but the screeching persisted. Newegg was great and replaced the drive and now the new drive is nice and quiet. I’m guessing the first drive had a challenged capacitor.
        ","
Pros:
                I have an older x58 motherboard that only supports SATA II and doing after a lot of research, I decided to buy the SSD knowing I wouldn’t get the benefit of SATA III transfer speeds. Didn’t matter… the 850 Evo made a noticeable difference in the system’s performance.  The only time I wish I had SATA III is editing video which is bandwidth intensive so the drive is limited by SATA II. If you have an older motherboard, don’t hesitate and buy this drive. It’s a great upgrade.
            ","
Cons:
                None
            ",Ownership: 1 week to 1 month,7/19/2015 7:22:56 AM,5
1718,Samsung 850 Evo 250GB,"
Overall Review:
            I just wish the Samsung Magician software would read my two SSD's in Raid, if you plan on Raiding this SSD, im going to save you the time and say the software cannot detect either drive in raid, it reads it as Intel Raid 0 Volume. Its not the SSD's fault so theres no reason to remove eggs for quality.and another thing, for you guys taking eggs off because the software disk wasn't included, if you actually went to Samsung's website and search ""Samsung Magician"" you can download it from there. Stop leaving negative reviews for stupid issues. you can fix it yourself.besides, your buying the DRIVE, not the SOFTWARE. Rate the hardware. Stop under-rating for the software, you don't even need it to be honest. It works just fine without it.
        ","
Pros:
                Everything about this SSD is amazing! I bought 2 of the 250GB variants and raided them together with Raid 0 for my OS, I'm looking at 3-4 second boot times from off to windows desktop! This is literally the biggest boost you'll get if your still running from a 7500 RPM HDD like I was. im sure just one of these will boost everything for you!I am going to buy 2 500GB Variants of this exact SSD and Raid 0 them together for my Steam games and Programs.I will NEVER go back to a HDD unless its for storage!
            ","
Cons:
                None at all!
            ",Ownership: 1 week to 1 month,7/19/2015 1:11:03 AM,5
